"ensembl_gene_id" "external_gene_name" "chromosome_name" "start_position" "end_position" "description"
"ENSXETG00000015061" "map6" "Chr2" 172553520 172603513 "microtubule associated protein 6 [Source:Xenbase;Acc:XB-GENE-995345]"
"ENSXETG00000043022" "" "Chr1" 136925430 136926586 ""
"ENSXETG00000045928" "c21orf91" "Chr2" 20589368 20691236 "chromosome 21 open reading frame 91 [Source:HGNC Symbol;Acc:HGNC:16459]"
"ENSXETG00000040957" "" "Chr2" 797969 800747 ""
"ENSXETG00000046892" "" "Chr3" 8287751 8292220 ""
"ENSXETG00000045391" "" "Chr2" 2306343 2308780 ""
"ENSXETG00000037296" "ptchd1" "Chr2" 44804067 44875830 "patched domain containing 1 [Source:Xenbase;Acc:XB-GENE-987908]"
"ENSXETG00000044025" "" "Chr3" 72027477 72028499 ""
"ENSXETG00000025177" "znf740" "Chr2" 147437361 147450118 "zinc finger protein 740 [Source:Xenbase;Acc:XB-GENE-1219010]"
"ENSXETG00000047934" "slc25a30" "Chr2" 133950135 133965209 "solute carrier family 25 member 30 [Source:Xenbase;Acc:XB-GENE-995074]"
"ENSXETG00000017655" "slc8b1" "Chr1" 146235263 146253817 "solute carrier family 8 (sodium/lithium/calcium exchanger), member B1 [Source:Xenbase;Acc:XB-GENE-957176]"
"ENSXETG00000040071" "snx24" "Chr1" 169430118 169534832 "sorting nexin 24 [Source:Xenbase;Acc:XB-GENE-1014439]"
"ENSXETG00000035986" "shox" "Chr2" 115395220 115446671 "short stature homeobox [Source:Xenbase;Acc:XB-GENE-920752]"
"ENSXETG00000035526" "" "Chr3" 9879904 9883356 ""
"ENSXETG00000043956" "cstb" "Chr2" 2430224 2432021 "cystatin B [Source:Xenbase;Acc:XB-GENE-993562]"
"ENSXETG00000048941" "" "Chr1" 9586421 9592787 ""
"ENSXETG00000040202" "" "Chr2" 973649 975760 ""
"ENSXETG00000045508" "" "Chr3" 75440904 75441953 ""
"ENSXETG00000010658" "vdr" "Chr2" 143790800 143927680 "vitamin D receptor [Source:Xenbase;Acc:XB-GENE-486505]"
"ENSXETG00000023018" "b3gat1l" "Chr2" 6577156 6645745 "beta-1,3-glucuronyltransferase 1 like [Source:Xenbase;Acc:XB-GENE-5956386]"
"ENSXETG00000039819" "zglp1" "Chr3" 137575697 137586913 "zinc finger GATA like protein 1 [Source:Xenbase;Acc:XB-GENE-22069453]"
"ENSXETG00000015062" "mogat2.2" "Chr2" 172609551 172630900 "monoacylglycerol O-acyltransferase 2, 2 [Source:Xenbase;Acc:XB-GENE-5764957]"
"ENSXETG00000045784" "mrps26" "Chr1" 200871 207815 "mitochondrial ribosomal protein S26 [Source:Xenbase;Acc:XB-GENE-6454877]"
"ENSXETG00000006754" "ppef1" "Chr2" 44804114 45042328 "protein phosphatase, EF-hand calcium binding domain 1 [Source:Xenbase;Acc:XB-GENE-6037564]"
"ENSXETG00000048538" "" "Chr3" 11773392 11774414 ""
"ENSXETG00000012672" "csad" "Chr2" 147452861 147470518 "cysteine sulfinic acid decarboxylase [Source:Xenbase;Acc:XB-GENE-1012440]"
"ENSXETG00000024925" "slc2a11.2" "Chr1" 153103172 153121999 "solute carrier family 2 member 11 2 [Source:NCBI gene (formerly Entrezgene);Acc:100496725]"
"ENSXETG00000005241" "txlna" "Chr2" 86592709 86607325 "taxilin alpha [Source:Xenbase;Acc:XB-GENE-992926]"
"ENSXETG00000045238" "" "Chr2" 111046966 111048483 ""
"ENSXETG00000009497" "adamts10" "Chr1" 102108510 102158968 "ADAM metallopeptidase with thrombospondin type 1 motif 10 [Source:Xenbase;Acc:XB-GENE-961723]"
"ENSXETG00000049474" "" "Chr3" 76243987 76245938 ""
"ENSXETG00000042741" "" "Chr3" 5193836 5211213 ""
"ENSXETG00000027469" "gtf3c3" "Chr3" 12124904 12129455 "ral transcription factor IIIC subunit 3 [Source:Xenbase;Acc:XB-GENE-1217329]"
"ENSXETG00000020339" "ldb2" "Chr1" 28150138 28362736 "LIM domain binding 2 [Source:Xenbase;Acc:XB-GENE-490279]"
"ENSXETG00000038960" "elmod1" "Chr2" 160070071 160122612 "ELMO/CED-12 domain containing 1 [Source:Xenbase;Acc:XB-GENE-962789]"
"ENSXETG00000007845" "golm2" "Chr3" 118257140 118295764 "golgi membrane protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:548842]"
"ENSXETG00000003588" "auts2" "Chr2" 98919527 99751183 "AUTS2, activator of transcription and developmental regulator [Source:Xenbase;Acc:XB-GENE-987496]"
"ENSXETG00000000377" "fras1" "Chr1" 84605072 84861512 "Fraser extracellular matrix complex subunit 1 [Source:Xenbase;Acc:XB-GENE-478807]"
"ENSXETG00000004651" "slc39a1l" "Chr3" 107412361 107422786 "solute carrier family 39 member 1 like [Source:Xenbase;Acc:XB-GENE-22062686]"
"ENSXETG00000022042" "shfl" "Chr3" 136805126 136819196 "shiftless antiviral inhibitor of ribosomal frameshifting [Source:Xenbase;Acc:XB-GENE-951923]"
"ENSXETG00000047144" "" "Chr3" 76471819 76474614 ""
"ENSXETG00000023017" "b4galt3l1" "Chr2" 6685464 6705837 "beta-1,4-galactosyltransferase 3-like 1 [Source:Xenbase;Acc:XB-GENE-988039]"
"ENSXETG00000002047" "cpox" "Chr2" 20633914 20813652 "coproporphyrinogen oxidase [Source:Xenbase;Acc:XB-GENE-950297]"
"ENSXETG00000044429" "" "Chr2" 45069594 45081315 ""
"ENSXETG00000030378" "tbc1d30" "Chr3" 57813701 57854752 "TBC1 domain family member 30 [Source:Xenbase;Acc:XB-GENE-5823666]"
"ENSXETG00000041672" "" "Chr3" 14746436 14747599 ""
"ENSXETG00000014902" "ahcyl2" "Chr3" 87178811 87270146 "adenosylhomocysteinase-like 2 [Source:Xenbase;Acc:XB-GENE-948871]"
"ENSXETG00000025317" "dgat2" "Chr2" 172654074 172666630 "diacylglycerol O-acyltransferase 2 [Source:Xenbase;Acc:XB-GENE-1017054]"
"ENSXETG00000014153" "fancg" "Chr1" 212831022 212849949 "FA complementation group G [Source:Xenbase;Acc:XB-GENE-5962554]"
"ENSXETG00000041588" "" "Chr3" 30634274 30634808 ""
"ENSXETG00000046439" "RNF212B" "Chr1" 139602350 139636350 "ring finger protein 212B [Source:HGNC Symbol;Acc:HGNC:20438]"
"ENSXETG00000041752" "ccdc71l" "Chr3" 76746756 76751878 "coiled-coil domain containing 71 like [Source:Xenbase;Acc:XB-GENE-5838650]"
"ENSXETG00000036921" "m1ap" "Chr1" 219501 256229 "meiosis 1 associated protein [Source:Xenbase;Acc:XB-GENE-6458888]"
"ENSXETG00000045649" "" "Chr3" 72185473 72186166 ""
"ENSXETG00000040543" "slc41a1" "Chr2" 73501581 73542251 "solute carrier family 41 member 1 [Source:Xenbase;Acc:XB-GENE-488920]"
"ENSXETG00000027651" "ccdc28b" "Chr2" 86613086 86627248 "coiled-coil domain containing 28B [Source:Xenbase;Acc:XB-GENE-957340]"
"ENSXETG00000002046" "gabrr3" "Chr2" 20642511 20656916 "gamma-aminobutyric acid (GABA) A receptor, rho 3/pseudo [Source:Xenbase;Acc:XB-GENE-6039478]"
"ENSXETG00000021402" "ilk" "Chr2" 180656759 180674902 "integrin linked kinase [Source:Xenbase;Acc:XB-GENE-1014172]"
"ENSXETG00000013597" "unc13a" "Chr1" 98763296 98835209 "unc-13 homolog A [Source:Xenbase;Acc:XB-GENE-6039664]"
"ENSXETG00000047209" "" "Chr3" 85174986 85176176 ""
"ENSXETG00000037600" "" "Chr3" 15470546 15472240 ""
"ENSXETG00000014148" "gart" "Chr2" 13986884 14013197 "phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:Xenbase;Acc:XB-GENE-993017]"
"ENSXETG00000042601" "LIF" "Chr1" 144505749 144511909 "LIF interleukin 6 family cytokine [Source:HGNC Symbol;Acc:HGNC:6596]"
"ENSXETG00000032292" "mink1" "Chr3" 147558391 147621935 "misshapen-like kinase 1 [Source:Xenbase;Acc:XB-GENE-959274]"
"ENSXETG00000044666" "" "Chr3" 72993718 72995484 ""
"ENSXETG00000002669" "kdm7a" "Chr3" 5214476 5268189 "lysine (K)-specific demethylase 7A [Source:Xenbase;Acc:XB-GENE-5900920]"
"ENSXETG00000009782" "kansl2" "Chr2" 135655272 135694052 "KAT8 regulatory NSL complex subunit 2 [Source:Xenbase;Acc:XB-GENE-972363]"
"ENSXETG00000040506" "" "Chr1" 9624706 9632422 ""
"ENSXETG00000019944" "tcn2" "Chr1" 166389294 166404325 "transcobalamin 2 [Source:Xenbase;Acc:XB-GENE-970701]"
"ENSXETG00000024658" "ormdl2" "Chr2" 138212882 138219569 "ORMDL sphingolipid biosynthesis regulator 2 [Source:Xenbase;Acc:XB-GENE-1001977]"
"ENSXETG00000007318" "gns" "Chr3" 57864705 57888726 "glucosamine (N-acetyl)-6-sulfatase [Source:Xenbase;Acc:XB-GENE-978429]"
"ENSXETG00000046834" "" "Chr3" 16083586 16085391 ""
"ENSXETG00000002045" "riox2" "Chr2" 20658246 20667601 "ribosomal oxygenase 2 [Source:Xenbase;Acc:XB-GENE-982790]"
"ENSXETG00000015129" "rps10" "Chr2" 63913837 63922981 "ribosomal protein S10 [Source:Xenbase;Acc:XB-GENE-969777]"
"ENSXETG00000035049" "" "Chr3" 133040588 133054833 ""
"ENSXETG00000004266" "" "Chr2" 178469773 178489425 ""
"ENSXETG00000034407" "rtn4rl1" "Chr2" 35633370 35753699 "reticulon 4 receptor-like 1 [Source:Xenbase;Acc:XB-GENE-961465]"
"ENSXETG00000015063" "uvrag" "Chr2" 172680387 172758796 "UV radiation resistance associated [Source:Xenbase;Acc:XB-GENE-488174]"
"ENSXETG00000043000" "" "Chr1" 109677305 109682315 ""
"ENSXETG00000046988" "" "Chr1" 9650740 9656259 ""
"ENSXETG00000044389" "" "Chr3" 16222005 16223138 ""
"ENSXETG00000023016" "b4galt4" "Chr2" 6706575 6743356 "UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 4 [Source:Xenbase;Acc:XB-GENE-953813]"
"ENSXETG00000044946" "" "Chr2" 20673773 20692501 ""
"ENSXETG00000007843" "ctdspl2" "Chr3" 118257433 118276400 "CTD small phosphatase like 2 [Source:Xenbase;Acc:XB-GENE-950101]"
"ENSXETG00000020341" "qdpr" "Chr1" 28424028 28454712 "quinoid dihydropteridine reductase [Source:Xenbase;Acc:XB-GENE-968579]"
"ENSXETG00000035282" "homez" "Chr1" 139632173 139653603 "homeobox and leucine zipper encoding [Source:Xenbase;Acc:XB-GENE-961818]"
"ENSXETG00000035060" "" "Chr2" 53141084 53221549 ""
"ENSXETG00000011452" "exoc4" "Chr3" 86100020 86338238 "exocyst complex component 4 [Source:Xenbase;Acc:XB-GENE-980585]"
"ENSXETG00000035860" "" "Chr3" 133057753 133062659 ""
"ENSXETG00000014539" "ccdc59" "Chr3" 52989082 52995692 "coiled-coil domain containing 59 [Source:Xenbase;Acc:XB-GENE-998225]"
"ENSXETG00000011758" "adam33" "Chr1" 16242877 16305598 "ADAM metallopeptidase domain 33 [Source:Xenbase;Acc:XB-GENE-988107]"
"ENSXETG00000043560" "" "Chr3" 16530411 16531526 ""
"ENSXETG00000014487" "alkbh8" "Chr2" 160135554 160155519 "alkB homolog 8, tRNA methyltransferase [Source:Xenbase;Acc:XB-GENE-985927]"
"ENSXETG00000013276" "pcsk1" "Chr1" 176879580 176910359 "proprotein convertase subtilisin/kexin type 1 [Source:Xenbase;Acc:XB-GENE-983314]"
"ENSXETG00000009416" "wnk1" "Chr3" 9658828 9792933 "WNK lysine deficient protein kinase 1 [Source:Xenbase;Acc:XB-GENE-877004]"
"ENSXETG00000044176" "" "Chr1" 9672650 9676703 ""
"ENSXETG00000040414" "" "Chr2" 20702924 20731525 ""
"ENSXETG00000010205" "srp72" "Chr1" 112943600 112960937 "signal recognition particle 72kDa [Source:Xenbase;Acc:XB-GENE-994739]"
"ENSXETG00000046041" "" "Chr3" 34364426 34366580 ""
"ENSXETG00000016812" "tnpo1" "Chr1" 182949846 182989297 "transportin 1 [Source:Xenbase;Acc:XB-GENE-493792]"
"ENSXETG00000007319" "apmapl" "Chr3" 57891086 57907339 "adipocyte plasma membrane associated protein LIKE [Source:Xenbase;Acc:XB-GENE-5754317]"
"ENSXETG00000039261" "fance" "Chr2" 63928475 63947391 "FA complementation group E [Source:Xenbase;Acc:XB-GENE-1033060]"
"ENSXETG00000046732" "" "Chr2" 172936438 172938584 ""
"ENSXETG00000000373" "mrpl1" "Chr1" 84900284 84971935 "mitochondrial ribosomal protein L1 [Source:Xenbase;Acc:XB-GENE-952988]"
"ENSXETG00000042459" "" "Chr3" 16644544 16647259 ""
"ENSXETG00000000758" "pcsk5" "Chr1" 131669711 131913793 "proprotein convertase subtilisin/kexin type 5 [Source:Xenbase;Acc:XB-GENE-959596]"
"ENSXETG00000014651" "cog3" "Chr2" 133972378 133998467 "component of oligomeric golgi complex 3 [Source:Xenbase;Acc:XB-GENE-855843]"
"ENSXETG00000017382" "" "Chr3" 34718823 34989046 ""
"ENSXETG00000035543" "" "Chr2" 160172573 160180994 ""
"ENSXETG00000035166" "" "Chr1" 9675521 9678179 ""
"ENSXETG00000006756" "phka1p1" "Chr2" 45085823 45139373 "bestrophin 2 [Source:Xenbase;Acc:XB-GENE-991642]"
"ENSXETG00000047146" "" "Chr3" 16819163 16820872 ""
"ENSXETG00000003619" "gna14" "Chr1" 132339741 132425253 "guanine nucleotide binding protein (G protein), alpha 14 [Source:Xenbase;Acc:XB-GENE-945095]"
"ENSXETG00000044993" "" "Chr3" 35743715 35896890 ""
"ENSXETG00000048434" "" "Chr1" 9682154 9682607 ""
"ENSXETG00000006554" "rnf38" "Chr1" 109677726 109924857 "ring finger protein 38 [Source:Xenbase;Acc:XB-GENE-1015605]"
"ENSXETG00000008165" "sts" "Chr2" 36890711 36997272 "steroid sulfatase [Source:Xenbase;Acc:XB-GENE-1013410]"
"ENSXETG00000030778" "clrn2" "Chr1" 28453965 28470353 "clarin 2 [Source:Xenbase;Acc:XB-GENE-6045463]"
"ENSXETG00000041699" "" "Chr2" 100027514 100264941 ""
"ENSXETG00000042567" "" "Chr3" 17310374 17312368 ""
"ENSXETG00000019408" "wnt11" "Chr2" 173028472 173084097 "Wnt family member 11 [Source:Xenbase;Acc:XB-GENE-854158]"
"ENSXETG00000013538" "rpa1" "Chr2" 36008039 36045129 "replication protein A1 [Source:Xenbase;Acc:XB-GENE-945047]"
"ENSXETG00000046616" "" "Chr3" 133062565 133080194 ""
"ENSXETG00000042901" "" "Chr1" 9696932 9697385 ""
"ENSXETG00000032327" "ccdc92" "Chr1" 160773625 160786305 "coiled-coil domain containing 92 [Source:Xenbase;Acc:XB-GENE-943648]"
"ENSXETG00000015071" "mat2b" "Chr3" 35752148 35767038 "methionine adenosyltransferase II, beta [Source:Xenbase;Acc:XB-GENE-972023]"
"ENSXETG00000015127" "mkrn3" "Chr2" 63964448 63974918 "makorin ring finger protein 3 [Source:Xenbase;Acc:XB-GENE-5958700]"
"ENSXETG00000011728" "folh1" "Chr2" 167513132 167621389 "N-acetylated alpha-linked acidic dipeptidase 2 [Source:Xenbase;Acc:XB-GENE-954117]"
"ENSXETG00000049352" "" "Chr3" 17391452 17392784 ""
"ENSXETG00000040906" "tspan2" "Chr2" 53155709 53232823 "tetraspanin 2 [Source:Xenbase;Acc:XB-GENE-6460649]"
"ENSXETG00000039593" "arl6" "Chr2" 20766417 20795874 "ADP ribosylation factor like GTPase 6 [Source:Xenbase;Acc:XB-GENE-940504]"
"ENSXETG00000038673" "" "Chr1" 9720266 9728569 ""
"ENSXETG00000031415" "" "Chr2" 52214269 52253411 ""
"ENSXETG00000018483" "cwf19l2" "Chr2" 160181233 160246973 "CWF19 like cell cycle control factor 2 [Source:Xenbase;Acc:XB-GENE-985900]"
"ENSXETG00000047768" "" "Chr3" 50166167 50169067 ""
"ENSXETG00000002672" "slc37a3" "Chr3" 5288677 5304870 "solute carrier family 37 member 3 [Source:Xenbase;Acc:XB-GENE-995744]"
"ENSXETG00000023015" "tmem39a" "Chr2" 6755433 6778374 "transmembrane protein 39A [Source:Xenbase;Acc:XB-GENE-5851741]"
"ENSXETG00000032182" "mpdz" "Chr1" 124777391 124860149 "multiple PDZ domain protein [Source:Xenbase;Acc:XB-GENE-994032]"
"ENSXETG00000036635" "p2rx6" "Chr1" 166404909 166425693 "purinergic receptor P2X 6 [Source:Xenbase;Acc:XB-GENE-980427]"
"ENSXETG00000046947" "" "Chr1" 9735151 9735604 ""
"ENSXETG00000008168" "pudp" "Chr2" 37029457 37144823 "pseudouridine 5'-phosphatase [Source:NCBI gene (formerly Entrezgene);Acc:496806]"
"ENSXETG00000027377" "arl9" "Chr1" 112966420 112976156 "ADP ribosylation factor like GTPase 9 [Source:Xenbase;Acc:XB-GENE-5844434]"
"ENSXETG00000049231" "" "Chr3" 50535263 50536924 ""
"ENSXETG00000042772" "" "Chr1" 109930491 109931828 ""
"ENSXETG00000015068" "tgfbi" "Chr3" 35813432 35847613 "transforming growth factor beta induced [Source:Xenbase;Acc:XB-GENE-5751247]"
"ENSXETG00000026988" "prr11" "Chr2" 95200523 95220198 "proline rich 11 [Source:Xenbase;Acc:XB-GENE-942986]"
"ENSXETG00000020343" "lap3" "Chr1" 28472519 28487578 "leucine aminopeptidase 3 [Source:Xenbase;Acc:XB-GENE-1006711]"
"ENSXETG00000047415" "" "Chr3" 143546662 143548302 ""
"ENSXETG00000000372" "cnot6l" "Chr1" 84980189 85021398 "CCR4-NOT transcription complex subunit 6-like [Source:Xenbase;Acc:XB-GENE-977551]"
"ENSXETG00000034828" "" "Chr2" 53239853 53253625 ""
"ENSXETG00000005759" "znf462" "Chr1" 120585245 120635136 "zinc finger protein 462 [Source:Xenbase;Acc:XB-GENE-976911]"
"ENSXETG00000041815" "" "Chr3" 133123574 133131852 ""
"ENSXETG00000015121" "ppard" "Chr2" 63994507 64012972 "peroxisome proliferator activated receptor delta [Source:Xenbase;Acc:XB-GENE-481495]"
"ENSXETG00000017652" "ficd" "Chr1" 146270684 146274002 "FIC domain containing [Source:Xenbase;Acc:XB-GENE-992753]"
"ENSXETG00000037382" "hopx" "Chr1" 112982018 112997180 "HOP homeobox [Source:Xenbase;Acc:XB-GENE-480601]"
"ENSXETG00000027778" "rassf3" "Chr3" 57911678 58017124 "Ras association (RalGDS/AF-6) domain family member 3 [Source:Xenbase;Acc:XB-GENE-487150]"
"ENSXETG00000014540" "mettl25" "Chr3" 52995514 53124581 "methyltransferase like 25 [Source:Xenbase;Acc:XB-GENE-5864940]"
"ENSXETG00000048225" "" "Chr3" 143608465 143611170 ""
"ENSXETG00000021425" "nlgn4x" "Chr2" 37540647 37708456 "neuroligin 4 X-linked [Source:Xenbase;Acc:XB-GENE-6036018]"
"ENSXETG00000043451" "" "Chr3" 35917447 35919623 ""
"ENSXETG00000019422" "emsy" "Chr2" 173348316 173371496 "EMSY, BRCA2-interacting transcriptional repressor [Source:Xenbase;Acc:XB-GENE-6257795]"
"ENSXETG00000006556" "trim14" "Chr1" 109942758 109967286 "tripartite motif containing 14 [Source:Xenbase;Acc:XB-GENE-6048753]"
"ENSXETG00000038558" "ska2" "Chr2" 95220362 95234236 "spindle and kinetochore associated complex subunit 2 [Source:Xenbase;Acc:XB-GENE-1001782]"
"ENSXETG00000038515" "" "Chr3" 143627322 143629913 ""
"ENSXETG00000013541" "smyd4" "Chr2" 36045461 36061738 "SET and MYND domain containing 4 [Source:Xenbase;Acc:XB-GENE-945037]"
"ENSXETG00000005950" "pm20d1" "Chr2" 73556055 73589906 "peptidase M20 domain containing 1 [Source:Xenbase;Acc:XB-GENE-996553]"
"ENSXETG00000046756" "" "Chr3" 133142433 133152663 ""
"ENSXETG00000017584" "epha6" "Chr2" 20832331 21307982 "EPH receptor A6 [Source:Xenbase;Acc:XB-GENE-6032564]"
"ENSXETG00000037503" "UNC13B" "Chr1" 212845771 213364379 "unc-13 homolog B [Source:HGNC Symbol;Acc:HGNC:12566]"
"ENSXETG00000016625" "stk38" "Chr2" 53266684 53301010 "serine/threonine kinase 38 [Source:Xenbase;Acc:XB-GENE-5742605]"
"ENSXETG00000043171" "" "Chr3" 143728253 143731114 ""
"ENSXETG00000018865" "pcdh8" "Chr2" 132017199 132024205 "protocadherin 8 [Source:Xenbase;Acc:XB-GENE-484517]"
"ENSXETG00000026163" "taf1d" "Chr2" 100268552 100341459 "TATA box binding protein (TBP)-associated factor, RNA polymerase I, D, 41kDa [Source:Xenbase;Acc:XB-GENE-5867424]"
"ENSXETG00000039265" "" "Chr1" 85066652 85067142 ""
"ENSXETG00000048907" "def6" "Chr2" 64032878 64096525 "DEF6, guanine nucleotide exchange factor [Source:Xenbase;Acc:XB-GENE-5796688]"
"ENSXETG00000014093" "dleu7" "Chr2" 149765334 149772779 "deleted in lymphocytic leukemia, 7 [Source:Xenbase;Acc:XB-GENE-5852227]"
"ENSXETG00000006558" "nans" "Chr1" 109972683 109986324 "N-acetylneuraminate synthase [Source:Xenbase;Acc:XB-GENE-977732]"
"ENSXETG00000005000" "prkx" "Chr2" 38120089 38189298 "protein kinase X-linked [Source:Xenbase;Acc:XB-GENE-6046135]"
"ENSXETG00000017716" "mrps30" "Chr1" 194362487 194372208 "mitochondrial ribosomal protein S30 [Source:NCBI gene (formerly Entrezgene);Acc:549827]"
"ENSXETG00000047703" "" "Chr1" 217049235 217065944 ""
"ENSXETG00000020123" "eif4a1" "Chr3" 152586560 152595621 "eukaryotic translation initiation factor 4A1 [Source:Xenbase;Acc:XB-GENE-491256]"
"ENSXETG00000016597" "fnip1" "Chr3" 35965724 36021137 "folliculin interacting protein 1 [Source:Xenbase;Acc:XB-GENE-6040829]"
"ENSXETG00000044177" "c1orf94" "Chr2" 88658709 88715241 ""
"ENSXETG00000000707" "agxt2" "Chr1" 199147721 199163892 "alanine--glyoxylate aminotransferase 2 [Source:Xenbase;Acc:XB-GENE-993827]"
"ENSXETG00000019430" "lrrc32.1" "Chr2" 173422712 173448143 "leucine rich repeat containing 32, 1 [Source:Xenbase;Acc:XB-GENE-994459]"
"ENSXETG00000000371" "mfhas1" "Chr1" 85179438 85208240 "multifunctional ROCO family signaling regulator 1 [Source:Xenbase;Acc:XB-GENE-1003080]"
"ENSXETG00000039939" "mxra5" "Chr2" 38366970 38403706 "matrix-remodelling associated 5 [Source:Xenbase;Acc:XB-GENE-923372]"
"ENSXETG00000019030" "loxl3" "Chr1" 251505 325270 ""
"ENSXETG00000002673" "rab19" "Chr3" 5305037 5315429 "RAB19, member RAS onco family [Source:Xenbase;Acc:XB-GENE-495128]"
"ENSXETG00000004785" "nup155" "Chr1" 197754626 197786558 "nucleoporin 155kDa [Source:Xenbase;Acc:XB-GENE-973827]"
"ENSXETG00000047894" "lrrc75b" "Chr1" 152621798 152630654 "leucine rich repeat containing 75B [Source:Xenbase;Acc:XB-GENE-6032585]"
"ENSXETG00000003319" "gigyf1" "Chr2" 178635284 178654967 "GRB10 interacting GYF protein 1 [Source:Xenbase;Acc:XB-GENE-5911708]"
"ENSXETG00000044114" "med28" "Chr1" 28487599 28493443 "mediator complex subunit 28 [Source:Xenbase;Acc:XB-GENE-961728]"
"ENSXETG00000046575" "" "Chr1" 85241271 85288979 ""
"ENSXETG00000023014" "mpzl1" "Chr2" 6779172 6809919 "myelin protein zero-like 1 [Source:Xenbase;Acc:XB-GENE-953820]"
"ENSXETG00000040790" "kctd7" "Chr2" 97674168 97712468 "potassium channel tetramerization domain containing 7 [Source:Xenbase;Acc:XB-GENE-987503]"
"ENSXETG00000013224" "ccna1" "Chr2" 151891701 151898231 "cyclin A1 [Source:Xenbase;Acc:XB-GENE-922387]"
"ENSXETG00000031279" "bbs7" "Chr1" 66800778 66822459 "Bardet-Biedl syndrome 7 [Source:Xenbase;Acc:XB-GENE-996061]"
"ENSXETG00000000706" "dnajc21" "Chr1" 199166954 199176083 "DnaJ heat shock protein family (Hsp40) member C21 [Source:Xenbase;Acc:XB-GENE-1008007]"
"ENSXETG00000014167" "patl2" "Chr2" 14017392 14043992 "protein associated with topoisomerase II homolog 2 [Source:Xenbase;Acc:XB-GENE-5892251]"
"ENSXETG00000007168" "clta" "Chr1" 110003842 110024817 "clathrin light chain A [Source:Xenbase;Acc:XB-GENE-944169]"
"ENSXETG00000004232" "ggt1" "Chr1" 152639535 152694086 "gamma-glutamyltransferase 1 [Source:NCBI gene (formerly Entrezgene);Acc:448376]"
"ENSXETG00000007322" "mgc69493" "Chr3" 58021525 58059625 "mgc69493 protein [Source:Xenbase;Acc:XB-GENE-485728]"
"ENSXETG00000048392" "" "Chr2" 21357265 21367218 ""
"ENSXETG00000020720" "rnaseh2b" "Chr2" 149788499 149800624 "ribonuclease H2 subunit B [Source:Xenbase;Acc:XB-GENE-1004443]"
"ENSXETG00000023736" "tmem132d" "Chr1" 158333569 158785099 "transmembrane protein 132D [Source:Xenbase;Acc:XB-GENE-5874430]"
"ENSXETG00000000705" "rad1" "Chr1" 199176187 199183758 "RAD1 checkpoint DNA exonuclease [Source:Xenbase;Acc:XB-GENE-979329]"
"ENSXETG00000049274" "tpp1" "Chr2" 180675941 180700302 "tripeptidyl peptidase I [Source:Xenbase;Acc:XB-GENE-997325]"
"ENSXETG00000005002" "arsh" "Chr2" 38508451 38533509 "arylsulfatase family member H [Source:Xenbase;Acc:XB-GENE-6465035]"
